"date","coronavirus_hits","state"
2020-04-10,60,"South Dakota"
2020-04-11,48,"South Dakota"
2020-04-12,38,"South Dakota"
2020-04-13,51,"South Dakota"
2020-04-14,53,"South Dakota"
2020-04-15,59,"South Dakota"
2020-04-16,47,"South Dakota"
2020-04-17,44,"South Dakota"
2020-04-18,45,"South Dakota"
2020-04-19,43,"South Dakota"
2020-04-20,42,"South Dakota"
2020-04-21,44,"South Dakota"
2020-04-22,32,"South Dakota"
2020-04-23,34,"South Dakota"
2020-04-24,44,"South Dakota"
2020-04-25,31,"South Dakota"
2020-04-26,22,"South Dakota"
2020-04-27,22,"South Dakota"
2020-04-28,24,"South Dakota"
2020-04-29,21,"South Dakota"
2020-04-30,16,"South Dakota"
2020-05-01,19,"South Dakota"
2020-05-02,20,"South Dakota"
2020-05-03,18,"South Dakota"
2020-05-04,20,"South Dakota"
2020-05-05,18,"South Dakota"
2020-05-06,18,"South Dakota"
2020-05-07,20,"South Dakota"
2020-05-08,17,"South Dakota"
2020-05-09,21,"South Dakota"
2020-05-10,21,"South Dakota"
2020-05-11,19,"South Dakota"
2020-05-12,20,"South Dakota"
2020-05-13,20,"South Dakota"
2020-05-14,16,"South Dakota"
2020-05-15,18,"South Dakota"
2020-05-16,13,"South Dakota"
2020-02-18,3,"South Carolina"
2020-02-19,3,"South Carolina"
2020-02-20,2,"South Carolina"
2020-02-21,2,"South Carolina"
2020-02-22,3,"South Carolina"
2020-02-23,4,"South Carolina"
2020-02-24,6,"South Carolina"
2020-02-25,8,"South Carolina"
2020-02-26,14,"South Carolina"
2020-02-27,16,"South Carolina"
2020-02-28,14,"South Carolina"
2020-02-29,15,"South Carolina"
2020-03-01,12,"South Carolina"
2020-03-02,19,"South Carolina"
2020-03-03,25,"South Carolina"
2020-03-04,26,"South Carolina"
2020-03-05,26,"South Carolina"
2020-03-06,22,"South Carolina"
2020-03-07,32,"South Carolina"
2020-03-08,30,"South Carolina"
2020-03-09,37,"South Carolina"
2020-03-10,39,"South Carolina"
2020-03-11,44,"South Carolina"
2020-03-12,77,"South Carolina"
2020-03-13,74,"South Carolina"
2020-03-14,64,"South Carolina"
2020-03-15,100,"South Carolina"
2020-03-16,91,"South Carolina"
2020-03-17,84,"South Carolina"
2020-03-18,76,"South Carolina"
2020-03-19,72,"South Carolina"
2020-03-20,69,"South Carolina"
2020-03-21,73,"South Carolina"
2020-03-22,73,"South Carolina"
2020-03-23,73,"South Carolina"
2020-03-24,63,"South Carolina"
2020-03-25,57,"South Carolina"
2020-03-26,59,"South Carolina"
2020-03-27,56,"South Carolina"
2020-03-28,54,"South Carolina"
2020-03-29,54,"South Carolina"
2020-03-30,48,"South Carolina"
2020-03-31,49,"South Carolina"
2020-04-01,45,"South Carolina"
2020-04-02,45,"South Carolina"
2020-04-03,54,"South Carolina"
2020-04-04,59,"South Carolina"
2020-04-05,58,"South Carolina"
2020-04-06,59,"South Carolina"
2020-04-07,59,"South Carolina"
2020-04-08,50,"South Carolina"
2020-04-09,48,"South Carolina"
2020-04-10,46,"South Carolina"
2020-04-11,33,"South Carolina"
2020-04-12,27,"South Carolina"
2020-04-13,38,"South Carolina"
2020-04-14,42,"South Carolina"
2020-04-15,39,"South Carolina"
2020-04-16,40,"South Carolina"
2020-04-17,37,"South Carolina"
2020-04-18,37,"South Carolina"
2020-04-19,25,"South Carolina"
2020-04-20,34,"South Carolina"
2020-04-21,34,"South Carolina"
2020-04-22,24,"South Carolina"
2020-04-23,31,"South Carolina"
2020-04-24,34,"South Carolina"
2020-04-25,20,"South Carolina"
2020-04-26,17,"South Carolina"
2020-04-27,18,"South Carolina"
2020-04-28,17,"South Carolina"
2020-04-29,16,"South Carolina"
2020-04-30,15,"South Carolina"
2020-05-01,15,"South Carolina"
2020-05-02,14,"South Carolina"
2020-05-03,14,"South Carolina"
2020-05-04,14,"South Carolina"
2020-05-05,14,"South Carolina"
2020-05-06,15,"South Carolina"
2020-05-07,13,"South Carolina"
2020-05-08,12,"South Carolina"
2020-05-09,13,"South Carolina"
2020-05-10,12,"South Carolina"
2020-05-11,14,"South Carolina"
2020-05-12,14,"South Carolina"
2020-05-13,13,"South Carolina"
2020-05-14,12,"South Carolina"
2020-05-15,11,"South Carolina"
2020-05-16,12,"South Carolina"
2020-02-18,4,"Rhode Island"
2020-02-19,2,"Rhode Island"
2020-02-20,2,"Rhode Island"
2020-02-21,3,"Rhode Island"
2020-02-22,4,"Rhode Island"
2020-02-23,3,"Rhode Island"
2020-02-24,7,"Rhode Island"
2020-02-25,10,"Rhode Island"
2020-02-26,15,"Rhode Island"
2020-02-27,19,"Rhode Island"
2020-02-28,17,"Rhode Island"
2020-02-29,20,"Rhode Island"
2020-03-01,40,"Rhode Island"
2020-03-02,48,"Rhode Island"
2020-03-03,34,"Rhode Island"
2020-03-04,24,"Rhode Island"
2020-03-05,24,"Rhode Island"
2020-03-06,22,"Rhode Island"
2020-03-07,23,"Rhode Island"
2020-03-08,22,"Rhode Island"
2020-03-09,34,"Rhode Island"
2020-03-10,46,"Rhode Island"
2020-03-11,48,"Rhode Island"
2020-03-12,83,"Rhode Island"
2020-03-13,79,"Rhode Island"
2020-03-14,73,"Rhode Island"
2020-03-15,100,"Rhode Island"
2020-03-16,93,"Rhode Island"
2020-03-17,80,"Rhode Island"
2020-03-18,73,"Rhode Island"
2020-03-19,65,"Rhode Island"
2020-03-20,65,"Rhode Island"
2020-03-21,66,"Rhode Island"
2020-03-22,66,"Rhode Island"
2020-03-23,61,"Rhode Island"
2020-03-24,49,"Rhode Island"
2020-03-25,49,"Rhode Island"
2020-03-26,49,"Rhode Island"
2020-03-27,48,"Rhode Island"
2020-03-28,53,"Rhode Island"
2020-03-29,52,"Rhode Island"
2020-03-30,48,"Rhode Island"
2020-03-31,44,"Rhode Island"
2020-04-01,42,"Rhode Island"
2020-04-02,40,"Rhode Island"
2020-04-03,53,"Rhode Island"
2020-04-04,56,"Rhode Island"
2020-04-05,55,"Rhode Island"
2020-04-06,50,"Rhode Island"
2020-04-07,48,"Rhode Island"
2020-04-08,43,"Rhode Island"
2020-04-09,43,"Rhode Island"
2020-04-10,45,"Rhode Island"
2020-04-11,33,"Rhode Island"
2020-04-12,30,"Rhode Island"
2020-04-13,36,"Rhode Island"
2020-04-14,37,"Rhode Island"
2020-04-15,36,"Rhode Island"
2020-04-16,36,"Rhode Island"
2020-04-17,33,"Rhode Island"
2020-04-18,40,"Rhode Island"
2020-04-19,28,"Rhode Island"
2020-04-20,33,"Rhode Island"
2020-04-21,34,"Rhode Island"
2020-04-22,24,"Rhode Island"
2020-04-23,31,"Rhode Island"
2020-04-24,32,"Rhode Island"
2020-04-25,21,"Rhode Island"
2020-04-26,19,"Rhode Island"
2020-04-27,17,"Rhode Island"
2020-04-28,17,"Rhode Island"
2020-04-29,18,"Rhode Island"
2020-04-30,19,"Rhode Island"
2020-05-01,15,"Rhode Island"
2020-05-02,18,"Rhode Island"
2020-05-03,19,"Rhode Island"
2020-05-04,17,"Rhode Island"
2020-05-05,16,"Rhode Island"
2020-05-06,16,"Rhode Island"
2020-05-07,13,"Rhode Island"
2020-05-08,13,"Rhode Island"
2020-05-09,16,"Rhode Island"
2020-05-10,14,"Rhode Island"
2020-05-11,15,"Rhode Island"
2020-05-12,13,"Rhode Island"
2020-05-13,14,"Rhode Island"
2020-05-14,11,"Rhode Island"
2020-05-15,14,"Rhode Island"
2020-05-16,13,"Rhode Island"
2020-02-18,3,"Pennsylvania"
2020-02-19,3,"Pennsylvania"
2020-02-20,3,"Pennsylvania"
2020-02-21,3,"Pennsylvania"
2020-02-22,3,"Pennsylvania"
2020-02-23,4,"Pennsylvania"
2020-02-24,6,"Pennsylvania"
2020-02-25,10,"Pennsylvania"
2020-02-26,15,"Pennsylvania"
2020-02-27,16,"Pennsylvania"
2020-02-28,16,"Pennsylvania"
2020-02-29,17,"Pennsylvania"
2020-03-01,14,"Pennsylvania"
2020-03-02,21,"Pennsylvania"
2020-03-03,20,"Pennsylvania"
2020-03-04,22,"Pennsylvania"
2020-03-05,23,"Pennsylvania"
2020-03-06,36,"Pennsylvania"
2020-03-07,31,"Pennsylvania"
2020-03-08,29,"Pennsylvania"
2020-03-09,37,"Pennsylvania"
2020-03-10,50,"Pennsylvania"
2020-03-11,60,"Pennsylvania"
2020-03-12,97,"Pennsylvania"
2020-03-13,91,"Pennsylvania"
2020-03-14,79,"Pennsylvania"
2020-03-15,100,"Pennsylvania"
2020-03-16,97,"Pennsylvania"
2020-03-17,83,"Pennsylvania"
2020-03-18,81,"Pennsylvania"
2020-03-19,78,"Pennsylvania"
2020-03-20,77,"Pennsylvania"
2020-03-21,75,"Pennsylvania"
2020-03-22,76,"Pennsylvania"
2020-03-23,72,"Pennsylvania"
2020-03-24,65,"Pennsylvania"
2020-03-25,61,"Pennsylvania"
2020-03-26,61,"Pennsylvania"
2020-03-27,60,"Pennsylvania"
2020-03-28,56,"Pennsylvania"
2020-03-29,55,"Pennsylvania"
2020-03-30,51,"Pennsylvania"
2020-03-31,48,"Pennsylvania"
2020-04-01,48,"Pennsylvania"
2020-04-02,44,"Pennsylvania"
2020-04-03,56,"Pennsylvania"
2020-04-04,59,"Pennsylvania"
2020-04-05,59,"Pennsylvania"
2020-04-06,58,"Pennsylvania"
2020-04-07,54,"Pennsylvania"
2020-04-08,52,"Pennsylvania"
2020-04-09,48,"Pennsylvania"
2020-04-10,47,"Pennsylvania"
2020-04-11,35,"Pennsylvania"
2020-04-12,30,"Pennsylvania"
2020-04-13,40,"Pennsylvania"
2020-04-14,42,"Pennsylvania"
2020-04-15,41,"Pennsylvania"
2020-04-16,41,"Pennsylvania"
2020-04-17,40,"Pennsylvania"
2020-04-18,41,"Pennsylvania"
2020-04-19,30,"Pennsylvania"
2020-04-20,37,"Pennsylvania"
2020-04-21,36,"Pennsylvania"
2020-04-22,27,"Pennsylvania"
2020-04-23,33,"Pennsylvania"
2020-04-24,34,"Pennsylvania"
2020-04-25,23,"Pennsylvania"
2020-04-26,20,"Pennsylvania"
2020-04-27,20,"Pennsylvania"
2020-04-28,20,"Pennsylvania"
2020-04-29,18,"Pennsylvania"
2020-04-30,17,"Pennsylvania"
2020-05-01,18,"Pennsylvania"
2020-05-02,17,"Pennsylvania"
2020-05-03,18,"Pennsylvania"
2020-05-04,17,"Pennsylvania"
2020-05-05,16,"Pennsylvania"
2020-05-06,17,"Pennsylvania"
2020-05-07,17,"Pennsylvania"
2020-05-08,18,"Pennsylvania"
2020-05-09,15,"Pennsylvania"
2020-05-10,15,"Pennsylvania"
2020-05-11,17,"Pennsylvania"
2020-05-12,15,"Pennsylvania"
2020-05-13,15,"Pennsylvania"
2020-05-14,14,"Pennsylvania"
2020-05-15,14,"Pennsylvania"
2020-05-16,14,"Pennsylvania"
2020-02-18,4,"Oregon"
2020-02-19,4,"Oregon"
2020-02-20,5,"Oregon"
2020-02-21,4,"Oregon"
2020-02-22,6,"Oregon"
2020-02-23,6,"Oregon"
2020-02-24,8,"Oregon"
2020-02-25,11,"Oregon"
2020-02-26,20,"Oregon"
2020-02-27,21,"Oregon"
2020-02-28,20,"Oregon"
2020-02-29,64,"Oregon"
2020-03-01,34,"Oregon"
2020-03-02,43,"Oregon"
2020-03-03,40,"Oregon"
2020-03-04,31,"Oregon"
2020-03-05,31,"Oregon"
2020-03-06,30,"Oregon"
2020-03-07,30,"Oregon"
2020-03-08,34,"Oregon"
2020-03-09,41,"Oregon"
2020-03-10,39,"Oregon"
2020-03-11,48,"Oregon"
2020-03-12,96,"Oregon"
2020-03-13,92,"Oregon"
2020-03-14,79,"Oregon"
2020-03-15,100,"Oregon"
2020-03-16,99,"Oregon"
2020-03-17,92,"Oregon"
2020-03-18,85,"Oregon"
2020-03-19,83,"Oregon"
2020-03-20,81,"Oregon"
2020-03-21,80,"Oregon"
2020-03-22,81,"Oregon"
2020-03-23,88,"Oregon"
2020-03-24,69,"Oregon"
2020-03-25,64,"Oregon"
2020-03-26,68,"Oregon"
2020-03-27,62,"Oregon"
2020-03-28,57,"Oregon"
2020-03-29,57,"Oregon"
2020-03-30,51,"Oregon"
2020-03-31,50,"Oregon"
2020-04-01,48,"Oregon"
2020-04-02,46,"Oregon"
2020-04-03,55,"Oregon"
2020-04-04,59,"Oregon"
2020-04-05,59,"Oregon"
2020-04-06,57,"Oregon"
2020-04-07,52,"Oregon"
2020-04-08,49,"Oregon"
2020-04-09,48,"Oregon"
2020-04-10,46,"Oregon"
2020-04-11,37,"Oregon"
2020-04-12,30,"Oregon"
2020-04-13,41,"Oregon"
2020-04-14,44,"Oregon"
2020-04-15,39,"Oregon"
2020-04-16,37,"Oregon"
2020-04-17,39,"Oregon"
2020-04-18,40,"Oregon"
2020-04-19,28,"Oregon"
2020-04-20,35,"Oregon"
2020-04-21,36,"Oregon"
2020-04-22,27,"Oregon"
2020-04-23,31,"Oregon"
2020-04-24,33,"Oregon"
2020-04-25,23,"Oregon"
2020-04-26,19,"Oregon"
2020-04-27,19,"Oregon"
2020-04-28,20,"Oregon"
2020-04-29,18,"Oregon"
2020-04-30,17,"Oregon"
2020-05-01,17,"Oregon"
2020-05-02,19,"Oregon"
2020-05-03,17,"Oregon"
2020-05-04,17,"Oregon"
2020-05-05,17,"Oregon"
2020-05-06,16,"Oregon"
2020-05-07,17,"Oregon"
2020-05-08,16,"Oregon"
2020-05-09,16,"Oregon"
2020-05-10,16,"Oregon"
2020-05-11,16,"Oregon"
2020-05-12,14,"Oregon"
2020-05-13,15,"Oregon"
2020-05-14,16,"Oregon"
2020-05-15,13,"Oregon"
2020-05-16,14,"Oregon"
2020-02-18,4,"Oklahoma"
2020-02-19,3,"Oklahoma"
2020-02-20,3,"Oklahoma"
2020-02-21,3,"Oklahoma"
2020-02-22,3,"Oklahoma"
2020-02-23,4,"Oklahoma"
2020-02-24,6,"Oklahoma"
2020-02-25,11,"Oklahoma"
2020-02-26,15,"Oklahoma"
2020-02-27,19,"Oklahoma"
2020-02-28,18,"Oklahoma"
2020-02-29,17,"Oklahoma"
2020-03-01,14,"Oklahoma"
2020-03-02,20,"Oklahoma"
2020-03-03,19,"Oklahoma"
2020-03-04,17,"Oklahoma"
2020-03-05,21,"Oklahoma"
2020-03-06,29,"Oklahoma"
2020-03-07,33,"Oklahoma"
2020-03-08,26,"Oklahoma"
2020-03-09,33,"Oklahoma"
2020-03-10,35,"Oklahoma"
2020-03-11,46,"Oklahoma"
2020-03-12,98,"Oklahoma"
2020-03-13,80,"Oklahoma"
2020-03-14,66,"Oklahoma"
2020-03-15,100,"Oklahoma"
2020-03-16,100,"Oklahoma"
2020-03-17,95,"Oklahoma"
2020-03-18,88,"Oklahoma"
2020-03-19,84,"Oklahoma"
2020-03-20,82,"Oklahoma"
2020-03-21,78,"Oklahoma"
2020-03-22,82,"Oklahoma"
2020-03-23,78,"Oklahoma"
2020-03-24,76,"Oklahoma"
2020-03-25,73,"Oklahoma"
2020-03-26,74,"Oklahoma"
2020-03-27,67,"Oklahoma"
2020-03-28,63,"Oklahoma"
2020-03-29,60,"Oklahoma"
2020-03-30,57,"Oklahoma"
2020-03-31,52,"Oklahoma"
2020-04-01,55,"Oklahoma"
2020-04-02,52,"Oklahoma"
2020-04-03,62,"Oklahoma"
2020-04-04,66,"Oklahoma"
2020-04-05,64,"Oklahoma"
2020-04-06,64,"Oklahoma"
2020-04-07,64,"Oklahoma"
2020-04-08,56,"Oklahoma"
2020-04-09,51,"Oklahoma"
2020-04-10,49,"Oklahoma"
2020-04-11,38,"Oklahoma"
2020-04-12,31,"Oklahoma"
2020-04-13,44,"Oklahoma"
2020-04-14,50,"Oklahoma"
2020-04-15,45,"Oklahoma"
2020-04-16,44,"Oklahoma"
2020-04-17,46,"Oklahoma"
2020-04-18,43,"Oklahoma"
2020-04-19,29,"Oklahoma"
2020-04-20,38,"Oklahoma"
2020-04-21,41,"Oklahoma"
2020-04-22,25,"Oklahoma"
2020-04-23,37,"Oklahoma"
2020-04-24,35,"Oklahoma"
2020-04-25,23,"Oklahoma"
2020-04-26,19,"Oklahoma"
2020-04-27,18,"Oklahoma"
2020-04-28,17,"Oklahoma"
2020-04-29,17,"Oklahoma"
2020-04-30,17,"Oklahoma"
2020-05-01,17,"Oklahoma"
2020-05-02,17,"Oklahoma"
2020-05-03,17,"Oklahoma"
2020-05-04,15,"Oklahoma"
2020-05-05,16,"Oklahoma"
2020-05-06,15,"Oklahoma"
2020-05-07,14,"Oklahoma"
2020-05-08,14,"Oklahoma"
2020-05-09,14,"Oklahoma"
2020-05-10,13,"Oklahoma"
2020-05-11,14,"Oklahoma"
2020-05-12,15,"Oklahoma"
2020-05-13,13,"Oklahoma"
2020-05-14,15,"Oklahoma"
2020-05-15,14,"Oklahoma"
2020-05-16,12,"Oklahoma"
2020-02-18,3,"Ohio"
2020-02-19,2,"Ohio"
2020-02-20,2,"Ohio"
2020-02-21,2,"Ohio"
2020-02-22,2,"Ohio"
2020-02-23,3,"Ohio"
2020-02-24,5,"Ohio"
2020-02-25,7,"Ohio"
2020-02-26,11,"Ohio"
2020-02-27,12,"Ohio"
2020-02-28,11,"Ohio"
2020-02-29,13,"Ohio"
2020-03-01,11,"Ohio"
2020-03-02,15,"Ohio"
2020-03-03,15,"Ohio"
2020-03-04,15,"Ohio"
2020-03-05,17,"Ohio"
2020-03-06,19,"Ohio"
2020-03-07,21,"Ohio"
2020-03-08,18,"Ohio"
2020-03-09,35,"Ohio"
2020-03-10,49,"Ohio"
2020-03-11,58,"Ohio"
2020-03-12,93,"Ohio"
2020-03-13,84,"Ohio"
2020-03-14,74,"Ohio"
2020-03-15,100,"Ohio"
2020-03-16,95,"Ohio"
2020-03-17,80,"Ohio"
2020-03-18,78,"Ohio"
2020-03-19,71,"Ohio"
2020-03-20,66,"Ohio"
2020-03-21,66,"Ohio"
2020-03-22,79,"Ohio"
2020-03-23,60,"Ohio"
2020-03-24,56,"Ohio"
2020-03-25,55,"Ohio"
2020-03-26,54,"Ohio"
2020-03-27,55,"Ohio"
2020-03-28,50,"Ohio"
2020-03-29,47,"Ohio"
2020-03-30,45,"Ohio"
2020-03-31,44,"Ohio"
2020-04-01,43,"Ohio"
2020-04-02,42,"Ohio"
2020-04-03,49,"Ohio"
2020-04-04,54,"Ohio"
2020-04-05,51,"Ohio"
2020-04-06,53,"Ohio"
2020-04-07,49,"Ohio"
2020-04-08,45,"Ohio"
2020-04-09,41,"Ohio"
2020-04-10,41,"Ohio"
2020-04-11,29,"Ohio"
2020-04-12,25,"Ohio"
2020-04-13,37,"Ohio"
2020-04-14,39,"Ohio"
2020-04-15,36,"Ohio"
2020-04-16,36,"Ohio"
2020-04-17,36,"Ohio"
2020-04-18,35,"Ohio"
2020-04-19,25,"Ohio"
2020-04-20,32,"Ohio"
2020-04-21,34,"Ohio"
2020-04-22,24,"Ohio"
2020-04-23,30,"Ohio"
2020-04-24,31,"Ohio"
2020-04-25,20,"Ohio"
2020-04-26,17,"Ohio"
2020-04-27,20,"Ohio"
2020-04-28,17,"Ohio"
2020-04-29,16,"Ohio"
2020-04-30,15,"Ohio"
2020-05-01,16,"Ohio"
2020-05-02,14,"Ohio"
2020-05-03,14,"Ohio"
2020-05-04,15,"Ohio"
2020-05-05,14,"Ohio"
2020-05-06,14,"Ohio"
2020-05-07,15,"Ohio"
2020-05-08,13,"Ohio"
2020-05-09,12,"Ohio"
2020-05-10,13,"Ohio"
2020-05-11,14,"Ohio"
2020-05-12,13,"Ohio"
2020-05-13,13,"Ohio"
2020-05-14,12,"Ohio"
2020-05-15,13,"Ohio"
2020-05-16,12,"Ohio"
2020-02-18,5,"North Dakota"
2020-02-19,4,"North Dakota"
2020-02-20,2,"North Dakota"
2020-02-21,2,"North Dakota"
2020-02-22,4,"North Dakota"
2020-02-23,3,"North Dakota"
2020-02-24,7,"North Dakota"
2020-02-25,9,"North Dakota"
2020-02-26,11,"North Dakota"
2020-02-27,15,"North Dakota"
2020-02-28,13,"North Dakota"
2020-02-29,11,"North Dakota"
2020-03-01,13,"North Dakota"
2020-03-02,16,"North Dakota"
2020-03-03,18,"North Dakota"
2020-03-04,13,"North Dakota"
2020-03-05,16,"North Dakota"
2020-03-06,18,"North Dakota"
2020-03-07,19,"North Dakota"
2020-03-08,20,"North Dakota"
2020-03-09,23,"North Dakota"
2020-03-10,33,"North Dakota"
2020-03-11,40,"North Dakota"
2020-03-12,100,"North Dakota"
2020-03-13,83,"North Dakota"
2020-03-14,70,"North Dakota"
2020-03-15,95,"North Dakota"
2020-03-16,92,"North Dakota"
2020-03-17,87,"North Dakota"
2020-03-18,92,"North Dakota"
2020-03-19,89,"North Dakota"
2020-03-20,79,"North Dakota"
2020-03-21,78,"North Dakota"
2020-03-22,74,"North Dakota"
2020-03-23,75,"North Dakota"
2020-03-24,63,"North Dakota"
2020-03-25,60,"North Dakota"
2020-03-26,69,"North Dakota"
2020-03-27,66,"North Dakota"
2020-03-28,60,"North Dakota"
2020-03-29,68,"North Dakota"
2020-03-30,54,"North Dakota"
2020-03-31,54,"North Dakota"
2020-04-01,47,"North Dakota"
2020-04-02,48,"North Dakota"
2020-04-03,52,"North Dakota"
2020-04-04,58,"North Dakota"
2020-04-05,59,"North Dakota"
2020-04-06,56,"North Dakota"
2020-04-07,52,"North Dakota"
2020-04-08,49,"North Dakota"
2020-04-09,49,"North Dakota"
2020-04-10,46,"North Dakota"
2020-04-11,34,"North Dakota"
2020-04-12,30,"North Dakota"
2020-04-13,43,"North Dakota"
2020-04-14,46,"North Dakota"
2020-04-15,40,"North Dakota"
2020-04-16,37,"North Dakota"
2020-04-17,45,"North Dakota"
2020-04-18,44,"North Dakota"
2020-04-19,35,"North Dakota"
2020-04-20,40,"North Dakota"
2020-04-21,35,"North Dakota"
2020-04-22,28,"North Dakota"
2020-04-23,34,"North Dakota"
2020-04-24,34,"North Dakota"
2020-04-25,26,"North Dakota"
2020-04-26,20,"North Dakota"
2020-04-27,24,"North Dakota"
2020-04-28,22,"North Dakota"
2020-04-29,20,"North Dakota"
2020-04-30,19,"North Dakota"
2020-05-01,16,"North Dakota"
2020-05-02,19,"North Dakota"
2020-05-03,16,"North Dakota"
2020-05-04,14,"North Dakota"
2020-05-05,17,"North Dakota"
2020-05-06,16,"North Dakota"
2020-05-07,15,"North Dakota"
2020-05-08,14,"North Dakota"
2020-05-09,15,"North Dakota"
2020-05-10,15,"North Dakota"
2020-05-11,16,"North Dakota"
2020-05-12,15,"North Dakota"
2020-05-13,15,"North Dakota"
2020-05-14,15,"North Dakota"
2020-05-15,14,"North Dakota"
2020-05-16,13,"North Dakota"
2020-02-18,3,"North Carolina"
2020-02-19,3,"North Carolina"
2020-02-20,2,"North Carolina"
2020-02-21,2,"North Carolina"
2020-02-22,3,"North Carolina"
2020-02-23,4,"North Carolina"
2020-02-24,6,"North Carolina"
2020-02-25,10,"North Carolina"
2020-02-26,14,"North Carolina"
2020-02-27,17,"North Carolina"
2020-02-28,16,"North Carolina"
2020-02-29,15,"North Carolina"
2020-03-01,14,"North Carolina"
2020-03-02,20,"North Carolina"
2020-03-03,29,"North Carolina"
2020-03-04,30,"North Carolina"
2020-03-05,25,"North Carolina"
2020-03-06,25,"North Carolina"
2020-03-07,25,"North Carolina"
2020-03-08,23,"North Carolina"
2020-03-09,30,"North Carolina"
2020-03-10,41,"North Carolina"
2020-03-11,49,"North Carolina"
2020-03-12,93,"North Carolina"
2020-03-13,83,"North Carolina"
2020-03-14,72,"North Carolina"
2020-03-15,100,"North Carolina"
2020-03-16,91,"North Carolina"
2020-03-17,85,"North Carolina"
2020-03-18,80,"North Carolina"
2020-03-19,74,"North Carolina"
2020-03-20,73,"North Carolina"
2020-03-21,74,"North Carolina"
2020-03-22,76,"North Carolina"
2020-03-23,71,"North Carolina"
2020-03-24,64,"North Carolina"
2020-03-25,61,"North Carolina"
2020-03-26,57,"North Carolina"
2020-03-27,59,"North Carolina"
2020-03-28,53,"North Carolina"
2020-03-29,51,"North Carolina"
2020-03-30,47,"North Carolina"
2020-03-31,44,"North Carolina"
2020-04-01,43,"North Carolina"
2020-04-02,42,"North Carolina"
2020-04-03,54,"North Carolina"
2020-04-04,56,"North Carolina"
2020-04-05,57,"North Carolina"
2020-04-06,57,"North Carolina"
2020-04-07,53,"North Carolina"
2020-04-08,50,"North Carolina"
2020-04-09,46,"North Carolina"
2020-04-10,46,"North Carolina"
2020-04-11,35,"North Carolina"
2020-04-12,28,"North Carolina"
2020-04-13,40,"North Carolina"
2020-04-14,42,"North Carolina"
2020-04-15,41,"North Carolina"
2020-04-16,40,"North Carolina"
2020-04-17,39,"North Carolina"
2020-04-18,42,"North Carolina"
2020-04-19,28,"North Carolina"
2020-04-20,34,"North Carolina"
2020-04-21,37,"North Carolina"
2020-04-22,25,"North Carolina"
2020-04-23,33,"North Carolina"
2020-04-24,36,"North Carolina"
2020-04-25,21,"North Carolina"
2020-04-26,17,"North Carolina"
2020-04-27,18,"North Carolina"
2020-04-28,18,"North Carolina"
2020-04-29,18,"North Carolina"
2020-04-30,16,"North Carolina"
2020-05-01,15,"North Carolina"
2020-05-02,16,"North Carolina"
2020-05-03,17,"North Carolina"
2020-05-04,15,"North Carolina"
2020-05-05,15,"North Carolina"
2020-05-06,15,"North Carolina"
2020-05-07,14,"North Carolina"
2020-05-08,14,"North Carolina"
2020-05-09,12,"North Carolina"
2020-05-10,13,"North Carolina"
2020-05-11,14,"North Carolina"
2020-05-12,13,"North Carolina"
2020-05-13,14,"North Carolina"
2020-05-14,13,"North Carolina"
2020-05-15,12,"North Carolina"
2020-05-16,13,"North Carolina"
2020-02-18,4,"New York"
2020-02-19,3,"New York"
2020-02-20,3,"New York"
2020-02-21,3,"New York"
2020-02-22,4,"New York"
2020-02-23,5,"New York"
2020-02-24,8,"New York"
2020-02-25,13,"New York"
2020-02-26,19,"New York"
2020-02-27,23,"New York"
2020-02-28,19,"New York"
2020-02-29,16,"New York"
2020-03-01,17,"New York"
2020-03-02,35,"New York"
2020-03-03,33,"New York"
2020-03-04,35,"New York"
2020-03-05,42,"New York"
2020-03-06,35,"New York"
2020-03-07,40,"New York"
2020-03-08,42,"New York"
2020-03-09,54,"New York"
2020-03-10,56,"New York"
2020-03-11,63,"New York"
2020-03-12,100,"New York"
2020-03-13,76,"New York"
2020-03-14,77,"New York"
2020-03-15,99,"New York"
2020-03-16,95,"New York"
2020-03-17,84,"New York"
2020-03-18,76,"New York"
2020-03-19,73,"New York"
2020-03-20,77,"New York"
2020-03-21,63,"New York"
2020-03-22,76,"New York"
2020-03-23,64,"New York"
2020-03-24,61,"New York"
2020-03-25,59,"New York"
2020-03-26,56,"New York"
2020-03-27,48,"New York"
2020-03-28,57,"New York"
2020-03-29,55,"New York"
2020-03-30,47,"New York"
2020-03-31,46,"New York"
2020-04-01,43,"New York"
2020-04-02,40,"New York"
2020-04-03,48,"New York"
2020-04-04,47,"New York"
2020-04-05,56,"New York"
2020-04-06,53,"New York"
2020-04-07,49,"New York"
2020-04-08,45,"New York"
2020-04-09,46,"New York"
2020-04-10,40,"New York"
2020-04-11,32,"New York"
2020-04-12,28,"New York"
2020-04-13,38,"New York"
2020-04-14,42,"New York"
2020-04-15,39,"New York"
2020-04-16,39,"New York"
2020-04-17,32,"New York"
2020-04-18,39,"New York"
2020-04-19,29,"New York"
2020-04-20,33,"New York"
2020-04-21,37,"New York"
2020-04-22,25,"New York"
2020-04-23,33,"New York"
2020-04-24,29,"New York"
2020-04-25,24,"New York"
2020-04-26,19,"New York"
2020-04-27,18,"New York"
2020-04-28,18,"New York"
2020-04-29,18,"New York"
2020-04-30,16,"New York"
2020-05-01,14,"New York"
2020-05-02,16,"New York"
2020-05-03,17,"New York"
